N,종목명,현재가,전일비,등락률,액면가,매수호가
1697.0,UNICORN SK하이닉스밸류체인액티브,10570.0,상승  130,+1.25%,0.0,10555.0
1698.0,KODEX 배당성장,16290.0,상승  35,+0.22%,0.0,16290.0
1699.0,PLUS 미국배당증가성장주데일리커버드콜,9580.0,하락  10,-0.10%,0.0,9575.0
1700.0,HK 200,35885.0,상승  155,+0.43%,0.0,35870.0
1701.0,KODEX 운송,5200.0,하락  15,-0.29%,0.0,5200.0
1702.0,KIWOOM 고배당,11500.0,상승  5,+0.04%,0.0,11485.0
1703.0,삼성 금 선물 ETN(H),16065.0,하락  145,-0.89%,0.0,16095.0
1704.0,SOL KEDI메가테크액티브,16895.0,하락  335,-1.94%,0.0,16815.0
1705.0,TIGER KEDI혁신기업ESG30,10350.0,하락  65,-0.62%,0.0,10350.0
1706.0,미래에셋 2X 미국채울트라30년 선물 ETN,7995.0,하락  25,-0.31%,0.0,7950.0
1707.0,RISE 삼성그룹Top3채권혼합,9985.0,상승  50,+0.50%,0.0,9970.0
1708.0,KIWOOM 25-09 미국채권(AA-이상)액티브,57060.0,상승  120,+0.21%,0.0,57035.0
1709.0,BNK 주주가치액티브,14495.0,상승  75,+0.52%,0.0,14425.0
1710.0,스타에스엠리츠,2035.0,보합0,0.00%,5000.0,0.0
1711.0,TIGER 농산물선물Enhanced(H),5680.0,상승  15,+0.26%,0.0,5675.0
1712.0,덕성우,11400.0,상승  600,+5.56%,500.0,11400.0
1713.0,삼성 인버스 2X S&P500 선물 ETN,15845.0,상승  315,+2.03%,0.0,15830.0
1714.0,에셋플러스 차이나일등기업포커스10액티브,15235.0,하락  320,-2.06%,0.0,15235.0
1715.0,메리츠 인버스 2X 미국채30년 ETN(H),15815.0,상승  160,+1.02%,0.0,15825.0
1716.0,ACE 러시아MSCI(합성),8535.0,보합0,0.00%,0.0,0.0
1717.0,메리츠 인버스 2X 미국채10년 ETN(H),15620.0,상승  35,+0.22%,0.0,15630.0
1718.0,파워 K-주주가치액티브,10660.0,하락  10,-0.09%,0.0,10620.0
1719.0,한투 은 선물 ETN,15430.0,하락  290,-1.84%,0.0,15410.0
1720.0,ACE 아시아TOP50S&P,18150.0,하락  400,-2.16%,0.0,18150.0
1721.0,RISE 글로벌주식분산액티브,14010.0,하락  55,-0.39%,0.0,14010.0
1722.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1540.0,상승  20,+1.32%,0.0,1537.0
1723.0,KIWOOM 팔란티어미국30년국채혼합액티브(H),9615.0,보합0,0.00%,0.0,9615.0
1724.0,TIGER 미국달러선물인버스2X,5120.0,하락  20,-0.39%,0.0,5105.0
1725.0,하나 인버스 2X 콩 선물 ETN(H),15335.0,하락  80,-0.52%,0.0,15335.0
1726.0,KIWOOM 미국성장기업30액티브,13940.0,하락  80,-0.57%,0.0,13885.0
1727.0,대한제당우,2360.0,상승  35,+1.51%,500.0,2350.0
1728.0,삼성 항셍테크 ETN(H) B,15265.0,하락  605,-3.81%,0.0,15225.0
1729.0,제이준코스메틱,3400.0,하락  40,-1.16%,500.0,3395.0
1730.0,KODEX 국채선물3년인버스,55245.0,보합0,0.00%,0.0,55230.0
1731.0,KODEX KRX300,16905.0,상승  65,+0.39%,0.0,16880.0
1732.0,RISE 차이나항셍테크,8935.0,하락  370,-3.98%,0.0,8935.0
1733.0,한투 구리 선물 ETN,15045.0,하락  35,-0.23%,0.0,15010.0
1734.0,삼성 S&P500 ETN,15025.0,하락  25,-0.17%,0.0,14950.0
1735.0,RISE 채권혼합,62220.0,상승  225,+0.36%,0.0,62070.0
1736.0,ACE 일본반도체,11470.0,하락  65,-0.56%,0.0,11440.0
1737.0,미래에셋 천연가스 선물 ETN(H),2480.0,하락  175,-6.59%,0.0,2480.0
1738.0,SOL 반도체전공정,8470.0,상승  135,+1.62%,0.0,8470.0
1739.0,KB 인버스 2X 나스닥 100 ETN,3690.0,상승  85,+2.36%,0.0,3690.0
1740.0,한투 인버스 2X 플래티넘 선물 ETN,14675.0,상승  565,+4.00%,0.0,14635.0
1741.0,미래에셋 레버리지 옥수수 선물 ETN,14670.0,상승  150,+1.03%,0.0,14620.0
1742.0,솔루스첨단소재2우B,3880.0,하락  30,-0.77%,100.0,3880.0
1743.0,TIGER 미국AI반도체팹리스,10365.0,상승  10,+0.10%,0.0,10360.0
1744.0,TIGER 200 금융,8720.0,하락  45,-0.51%,0.0,8715.0
1745.0,RISE 헬스케어채권혼합,12010.0,하락  145,-1.19%,0.0,11975.0
1746.0,ACE 미국IT인터넷S&P(합성 H),17915.0,하락  150,-0.83%,0.0,17910.0
1747.0,HANARO 코스닥150,11890.0,하락  205,-1.69%,0.0,11885.0
1748.0,ACE 차이나항셍테크,8890.0,하락  390,-4.20%,0.0,8890.0
1749.0,RISE V&S셀렉트밸류채권혼합,11850.0,하락  5,-0.04%,0.0,11850.0
1750.0,KIWOOM 코스닥150,5920.0,하락  95,-1.58%,0.0,5900.0
1751.0,하나 S&P 인버스 2X WTI원유 선물 ETN,14200.0,하락  405,-2.77%,0.0,14215.0
1752.0,N2 블룸버그 -2X WTI원유선물 ETN,14180.0,하락  380,-2.61%,0.0,14120.0
1753.0,KB S&P 인버스 2X WTI원유 선물 ETN,14170.0,하락  360,-2.48%,0.0,14150.0
1754.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,14160.0,하락  355,-2.45%,0.0,14160.0
1755.0,PLUS 국고채30년액티브,119605.0,하락  405,-0.34%,0.0,119535.0
1756.0,에셋플러스 코리아플랫폼액티브,6685.0,상승  5,+0.07%,0.0,6665.0
1757.0,HANARO 전력설비투자,12190.0,하락  390,-3.10%,0.0,12170.0
1758.0,태양금속우,4240.0,하락  110,-2.53%,500.0,4240.0
1759.0,한투 인버스 2X 베트남 VN30 선물 ETN(H),13970.0,하락  30,-0.21%,0.0,13900.0
1760.0,에이리츠,3130.0,보합0,0.00%,5000.0,0.0
1761.0,RISE 미국S&P원유생산기업(합성 H),5900.0,하락  5,-0.08%,0.0,5900.0
1762.0,한투 인버스 플래티넘 선물 ETN,13835.0,상승  305,+2.25%,0.0,13810.0
1763.0,KB 레버리지 KOSPI 200 선물 ETN,27650.0,하락  130,-0.47%,0.0,27970.0
1764.0,한투 인버스 2X 구리 선물 ETN,13710.0,상승  280,+2.08%,0.0,13680.0
1765.0,신한 인버스 WTI원유 선물 ETN(H),2730.0,하락  45,-1.62%,0.0,2735.0
1766.0,N2 월간 레버리지 코스닥 150 선물 ETN,13615.0,하락  760,-5.29%,0.0,13590.0
1767.0,ACE 2차전지&친환경차액티브,7155.0,하락  25,-0.35%,0.0,7115.0
1768.0,HANARO 주주가치성장코리아액티브,10455.0,상승  30,+0.29%,0.0,10415.0
1769.0,KODEX 구리선물(H),8490.0,하락  70,-0.82%,0.0,8485.0
1770.0,하나 S&P 레버리지 WTI원유 선물 ETN,13500.0,상승  425,+3.25%,0.0,13395.0
1771.0,메리츠 인버스 미국채30년 ETN(H),13475.0,보합0,0.00%,0.0,13540.0
1772.0,VITA MZ소비액티브,8965.0,상승  110,+1.24%,0.0,8965.0
1773.0,KODEX KRX300레버리지,13440.0,하락  60,-0.44%,0.0,13435.0
1774.0,RISE 국채30년레버리지(합성),26795.0,상승  20,+0.07%,0.0,26710.0
1775.0,한투 일본종합상사TOP5 ETN,13390.0,하락  685,-4.87%,0.0,13370.0
1776.0,KB 레버리지 밀 선물 ETN,8920.0,하락  280,-3.04%,0.0,8905.0
1777.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,13380.0,상승  450,+3.48%,0.0,13330.0
1778.0,N2 블룸버그 2X WTI원유선물 ETN,13365.0,상승  400,+3.09%,0.0,13290.0
1779.0,일정실업,11110.0,상승  170,+1.55%,5000.0,11110.0
1780.0,TIGER 미국캐시카우100,12695.0,하락  50,-0.39%,0.0,12670.0
1781.0,신한 달러인덱스 선물 ETN(H),13260.0,상승  120,+0.91%,0.0,13225.0
1782.0,미래에셋 2X 미국 자율주행대표기업 ETN,13190.0,하락  360,-2.66%,0.0,13200.0
1783.0,KODEX 미국ETF산업Top10 Indxx,17580.0,상승  55,+0.31%,0.0,17565.0
1784.0,SOL 미국양자컴퓨팅TOP10,10965.0,하락  945,-7.93%,0.0,10960.0
1785.0,메리츠 인버스 미국채10년 ETN(H),13145.0,하락  5,-0.04%,0.0,13165.0
1786.0,파워 코스피100,27350.0,상승  195,+0.72%,0.0,27350.0
1787.0,RISE 배터리 리사이클링,8840.0,하락  115,-1.28%,0.0,8790.0
1788.0,RISE 바이오TOP10액티브,10450.0,하락  175,-1.65%,0.0,10450.0
1789.0,삼성 은 선물 ETN(H),13060.0,하락  290,-2.17%,0.0,13055.0
1790.0,TIGER S&P글로벌인프라(합성),15355.0,상승  105,+0.69%,0.0,15300.0
1791.0,RISE 미국S&P배당킹,11300.0,하락  90,-0.79%,0.0,11295.0
1792.0,KODEX 코스피대형주,12980.0,상승  80,+0.62%,0.0,12910.0
1793.0,N2 S&P500 버퍼10% 6월 ETN(H),12905.0,보합0,0.00%,0.0,12840.0
1794.0,TIGER K게임,6615.0,상승  15,+0.23%,0.0,6605.0
1795.0,메리츠 KAP 레버리지 중국 위안화 ETN,25795.0,상승  205,+0.80%,0.0,25570.0
1796.0,KODEX 미국S&P500유틸리티,13535.0,상승  45,+0.33%,0.0,13535.0
1797.0,ACE 글로벌AI맞춤형반도체,9885.0,상승  15,+0.15%,0.0,9870.0
1798.0,SOL 머니마켓액티브,51295.0,상승  5,+0.01%,0.0,51295.0
1799.0,JW중외제약2우B,60900.0,상승  400,+0.66%,2500.0,59100.0
1800.0,NPC우,2420.0,상승  15,+0.62%,500.0,2390.0
1801.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,12770.0,보합0,0.00%,0.0,12660.0
1802.0,N2 S&P500 버퍼10% 3월 ETN(H),12770.0,보합0,0.00%,0.0,12680.0
1803.0,TIGER 차이나항셍25,23215.0,하락  565,-2.38%,0.0,23210.0
1804.0,마이티 바이오시밀러&CDMO액티브,9945.0,하락  95,-0.95%,0.0,9945.0
1805.0,KODEX 유럽명품TOP10 STOXX,10595.0,하락  190,-1.76%,0.0,10570.0
1806.0,ACE 미국친환경그린테마INDXX,8755.0,보합0,0.00%,0.0,8755.0
1807.0,N2 S&P500 버퍼10% 12월 ETN(H),12675.0,보합0,0.00%,0.0,12590.0
1808.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,1152.0,하락  35,-2.95%,0.0,1150.0
1809.0,KODEX MSCI퀄리티,9050.0,상승  60,+0.67%,0.0,9030.0
1810.0,TIGER 한중반도체(합성),16855.0,상승  90,+0.54%,0.0,16705.0
1811.0,HANARO 200 TOP10,8350.0,상승  20,+0.24%,0.0,8350.0
1812.0,한진칼우,23300.0,하락  150,-0.64%,2500.0,23300.0
1813.0,한투 S&P 인버스 2X 엔달러 선물 ETN(H),12385.0,상승  200,+1.64%,0.0,12360.0
1814.0,KODEX 필수소비재,6880.0,상승  20,+0.29%,0.0,6875.0
1815.0,코오롱모빌리티그룹우,5030.0,보합0,0.00%,500.0,5020.0
1816.0,ACE 글로벌브랜드TOP10블룸버그,16470.0,하락  30,-0.18%,0.0,16470.0
1817.0,KB 인버스 2X 항셍테크 선물 ETN,4060.0,상승  295,+7.84%,0.0,4060.0
1818.0,RISE 5대그룹주,6090.0,상승  15,+0.25%,0.0,6090.0
1819.0,RISE 미국반도체NYSE,14300.0,하락  130,-0.90%,0.0,14290.0
1820.0,PLUS 미국테크TOP10,16200.0,하락  270,-1.64%,0.0,16200.0
1821.0,KB 레버리지 KOSDAQ 150 선물 ETN,24135.0,하락  785,-3.15%,0.0,24040.0
1822.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),12065.0,하락  340,-2.74%,0.0,12055.0
1823.0,ACE 멕시코MSCI(합성),13405.0,하락  15,-0.11%,0.0,13395.0
1824.0,RISE 중국MSCI China(H),10045.0,하락  305,-2.95%,0.0,10045.0
1825.0,삼성 구리 선물 ETN(H),12035.0,하락  85,-0.70%,0.0,12045.0
1826.0,HANARO CD금리액티브(합성),104635.0,상승  5,0.00%,0.0,104635.0
1827.0,대신 밀 선물 ETN(H),6000.0,하락  115,-1.88%,0.0,5980.0
1828.0,RISE 테슬라미국채타겟커버드콜혼합(합성),9225.0,상승  20,+0.22%,0.0,9225.0
1829.0,RISE 200고배당커버드콜ATM,8550.0,하락  25,-0.29%,0.0,8545.0
1830.0,TIMEFOLIO K컬처액티브,9920.0,상승  110,+1.12%,0.0,9895.0
1831.0,TIGER 일본TOPIX(합성 H),23755.0,상승  50,+0.21%,0.0,23755.0
1832.0,TIGER 차이나CSI300인버스(합성),7175.0,상승  25,+0.35%,0.0,7180.0
1833.0,HANARO K-뷰티,11835.0,하락  10,-0.08%,0.0,11825.0
1834.0,KIWOOM KRX100,5625.0,보합0,0.00%,0.0,5615.0
1835.0,HANARO KOFR금리액티브(합성),107330.0,상승  25,+0.02%,0.0,107325.0
1836.0,KODEX 기계장비,7760.0,하락  20,-0.26%,0.0,7750.0
1837.0,RISE 글로벌수소경제,7145.0,상승  25,+0.35%,0.0,7140.0
1838.0,하나 레버리지 옥수수 선물 ETN(H),11780.0,상승  170,+1.46%,0.0,11765.0
1839.0,KODEX 대만테크고배당다우존스,9810.0,상승  50,+0.51%,0.0,9790.0
1840.0,메리츠 3X 레버리지 국채10년 ETN,23535.0,하락  100,-0.42%,0.0,23525.0
1841.0,KODEX 미국S&P500필수소비재,12385.0,하락  75,-0.60%,0.0,12390.0
1842.0,TIGER 글로벌자원생산기업(합성 H),14670.0,상승  145,+1.00%,0.0,14665.0
1843.0,신한 레버리지 Russell 2000 ETN,11675.0,하락  310,-2.59%,0.0,11655.0
1844.0,ITF 200,35895.0,상승  180,+0.50%,0.0,35755.0
1845.0,KODEX 미국S&P500경기소비재,15550.0,하락  115,-0.73%,0.0,15555.0
1846.0,KODEX 200가치저변동,11660.0,하락  40,-0.34%,0.0,11660.0
1847.0,메리츠 KAP 중국 위안화 ETN,11655.0,상승  30,+0.26%,0.0,11635.0
1848.0,KIWOOM 미국블록버스터바이오테크의약품+,10575.0,상승  60,+0.57%,0.0,10540.0
1849.0,KIWOOM 물가채KIS,116010.0,하락  145,-0.12%,0.0,115985.0
1850.0,SOL 국고채30년액티브,57975.0,하락  55,-0.09%,0.0,57960.0
1851.0,N2 레버리지 국채30년 ETN,23190.0,보합0,0.00%,0.0,23140.0
1852.0,KODEX MSCI Korea,16515.0,상승  50,+0.30%,0.0,16515.0
1853.0,삼성 인버스 2X 코스피200 선물 ETN,11545.0,하락  120,-1.03%,0.0,11545.0
1854.0,HANARO Fn K-게임,3845.0,상승  10,+0.26%,0.0,3835.0
1855.0,메리츠 국채5년 ETN,11520.0,보합0,0.00%,0.0,11515.0
1856.0,신한 인버스 2X 코스피 200 선물 ETN,11500.0,하락  175,-1.50%,0.0,11500.0
1857.0,메리츠 레버리지 멕시코 페소화 ETN,22975.0,보합0,0.00%,0.0,22840.0
1858.0,한투 레버리지국채30년 ETN,22915.0,보합0,0.00%,0.0,22865.0
1859.0,넥센우,3170.0,보합0,0.00%,500.0,3105.0
1860.0,메리츠 미국채10년 ETN,11385.0,상승  60,+0.53%,0.0,11350.0
1861.0,KB 레버리지 은 선물 ETN(H),22760.0,하락  945,-3.99%,0.0,22760.0
1862.0,메리츠 3X 레버리지 국채5년 ETN,22735.0,보합0,0.00%,0.0,22705.0
1863.0,LX홀딩스1우,7740.0,하락  230,-2.89%,1000.0,7740.0
1864.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),11330.0,상승  305,+2.77%,0.0,11330.0
1865.0,메리츠 레버리지 대표 농산물 선물 ETN(H),11305.0,하락  60,-0.53%,0.0,11300.0
1866.0,메리츠 미국채30년 ETN,11290.0,상승  190,+1.71%,0.0,11230.0
1867.0,KB S&P 레버리지 WTI원유 선물 ETN(H),11285.0,상승  315,+2.87%,0.0,11280.0
1868.0,PLUS 미국테크TOP10레버리지(합성),22550.0,상승  25,+0.11%,0.0,22400.0
1869.0,KODEX 미국S&P500커뮤니케이션,16100.0,하락  10,-0.06%,0.0,16070.0
1870.0,KODEX 코스닥글로벌,11265.0,상승  15,+0.13%,0.0,11260.0
1871.0,코오롱글로벌우,15190.0,하락  280,-1.81%,5000.0,15180.0
1872.0,PLUS 글로벌수소&차세대연료전지,3355.0,하락  35,-1.03%,0.0,3350.0
1873.0,메리츠 인버스 국채30년 ETN,11225.0,상승  20,+0.18%,0.0,11215.0
1874.0,한투 블룸버그 WTI원유 선물 ETN,11220.0,상승  250,+2.28%,0.0,11150.0
1875.0,삼성 나스닥 100 ETN,11215.0,하락  70,-0.62%,0.0,11200.0
1876.0,메리츠 레버리지 인도 루피화 ETN,22405.0,보합0,0.00%,0.0,22575.0
1877.0,삼성 블룸버그 WTI원유 선물 ETN,11185.0,상승  305,+2.80%,0.0,11120.0
1878.0,메리츠 국채3년 ETN,11175.0,보합0,0.00%,0.0,11175.0
1879.0,메리츠 3X 레버리지 국채3년 ETN,22300.0,보합0,0.00%,0.0,22290.0
1880.0,삼양사우,30000.0,상승  450,+1.52%,5000.0,29700.0
1881.0,신한 S&P 인버스 2X 유로 선물 ETN(H),11080.0,상승  145,+1.33%,0.0,11070.0
1882.0,신한 S&P 인버스 유로 선물 ETN(H),11055.0,상승  75,+0.68%,0.0,11045.0
1883.0,메리츠 S&P 유럽탄소배출권 선물 ETN(H),11050.0,보합0,0.00%,0.0,10865.0
1884.0,메리츠 인버스 2X 구리 선물 ETN(H),11050.0,상승  180,+1.66%,0.0,11050.0
1885.0,ACE 미국하이일드액티브(H),10010.0,하락  25,-0.25%,0.0,10005.0
1886.0,신한 인버스 Russell 2000 ETN,11010.0,상승  200,+1.85%,0.0,11000.0
1887.0,N2 인버스 레버리지 구리 선물 ETN(H),10995.0,상승  185,+1.71%,0.0,0.0
1888.0,KIWOOM 미국달러선물인버스2X,4475.0,하락  20,-0.44%,0.0,4470.0
1889.0,KODEX MSCI밸류,10940.0,하락  40,-0.36%,0.0,10940.0
1890.0,KB 미국채 10년 ETN,10920.0,상승  80,+0.74%,0.0,10880.0
1891.0,메리츠 멕시코 페소화 ETN,10895.0,보합0,0.00%,0.0,10860.0
1892.0,한투 인버스 나스닥100 ETN B,10885.0,상승  185,+1.73%,0.0,10845.0
1893.0,메리츠 KAP 일본 엔화 ETN,10885.0,하락  40,-0.37%,0.0,10855.0
1894.0,KODEX iShares미국인플레이션국채액티브,11565.0,상승  15,+0.13%,0.0,11560.0
1895.0,한투 인버스 2X 금 선물 ETN,10870.0,상승  150,+1.40%,0.0,10850.0
1896.0,신한 코스피 200 TR ETN,10840.0,상승  20,+0.18%,0.0,10835.0
1897.0,HANARO 미국S&P500,15485.0,하락  85,-0.55%,0.0,15470.0
1898.0,KB 레버리지 구리 선물 ETN(H),21655.0,하락  360,-1.64%,0.0,21610.0
1899.0,한투 S&P 유럽탄소배출권 선물 ETN(H),10820.0,보합0,0.00%,0.0,10760.0
1900.0,N2 인버스 레버리지 WTI원유 선물 ETN(H),72.0,하락  1,-1.37%,0.0,71.0
1901.0,ACE 인도시장대표BIG5그룹액티브,8640.0,상승  130,+1.53%,0.0,8625.0
1902.0,삼성 코스피 200 TR ETN,10800.0,상승  35,+0.33%,0.0,10800.0
1903.0,메리츠 인도 루피화 ETN,10790.0,상승  80,+0.75%,0.0,10750.0
1904.0,KB 레버리지 미국채 10년 ETN,21495.0,상승  80,+0.37%,0.0,21495.0
1905.0,한투 인버스 2X 유로스탁스50 ETN(H) B,10740.0,상승  310,+2.97%,0.0,10735.0
1906.0,신한 S&P 유로 선물 ETN(H),10690.0,보합0,0.00%,0.0,10620.0
1907.0,한투 3X레버리지국채30년 ETN,53430.0,보합0,0.00%,0.0,53180.0
1908.0,하나 반도체 ETN,10685.0,보합0,0.00%,0.0,10865.0
1909.0,PLUS TDF2060액티브,14800.0,상승  35,+0.24%,0.0,14720.0
1910.0,삼성 인버스 코스피 200 선물 ETN,10655.0,하락  40,-0.37%,0.0,10645.0
1911.0,SOL 미국S&P500엔화노출(H),9655.0,하락  130,-1.33%,0.0,9610.0
1912.0,유유제약1우,4685.0,하락  90,-1.88%,1000.0,4665.0
1913.0,메리츠 인버스 국채10년 ETN,10590.0,보합0,0.00%,0.0,10605.0
1914.0,대신 S&P 2X 천연가스 선물 ETN B,10565.0,"하락  1,670",-13.65%,0.0,10495.0
1915.0,메리츠 미국채30년 스트립 ETN(H),10550.0,보합0,0.00%,0.0,10420.0
1916.0,KIWOOM 블루칩,8790.0,하락  90,-1.01%,0.0,8735.0
1917.0,KB 미국채 30년 ETN,10530.0,상승  20,+0.19%,0.0,10500.0
1918.0,PLUS 일본엔화초단기국채(합성),10510.0,하락  60,-0.57%,0.0,10505.0
1919.0,KB 인버스 2X 미국채 10년 선물 ETN,20980.0,보합0,0.00%,0.0,21065.0
1920.0,TIGER AI코리아그로스액티브,13090.0,보합0,0.00%,0.0,13080.0
1921.0,KB 레버리지 미국채 10년 선물 ETN,20920.0,보합0,0.00%,0.0,20935.0
1922.0,N2 레버리지 국채10년 ETN,20905.0,보합0,0.00%,0.0,20850.0
1923.0,ACE 애플밸류체인액티브,9930.0,하락  45,-0.45%,0.0,9915.0
1924.0,미래에셋 인도네시아 Top5 ETN,10420.0,하락  185,-1.74%,0.0,10420.0
1925.0,한투 3X레버리지미국채30년 ETN,51855.0,보합0,0.00%,0.0,51770.0
1926.0,TIGER 미국달러선물레버리지,17170.0,상승  95,+0.56%,0.0,17140.0
1927.0,KODEX 한중반도체(합성),17090.0,상승  40,+0.23%,0.0,16935.0
1928.0,신한 S&P 레버리지 유로 선물 ETN(H),10245.0,하락  125,-1.21%,0.0,10240.0
1929.0,TIGER LG그룹+펀더멘털,6555.0,상승  25,+0.38%,0.0,6535.0
1930.0,FOCUS ESG리더스,11360.0,보합0,0.00%,0.0,11255.0
1931.0,한투 베트남 VN30 선물 ETN(H),10210.0,하락  15,-0.15%,0.0,10170.0
1932.0,KODEX 200exTOP,12750.0,하락  65,-0.51%,0.0,12720.0
1933.0,KIWOOM 미국달러SOFR금리액티브(합성),12560.0,상승  30,+0.24%,0.0,12550.0
1934.0,한투 일본 엔선물 ETN C,10155.0,상승  10,+0.10%,0.0,10075.0
1935.0,TRUSTON 코리아밸류업액티브,10115.0,하락  45,-0.44%,0.0,10115.0
1936.0,한투 플래티넘 선물 ETN,10090.0,하락  190,-1.85%,0.0,10060.0
1937.0,RISE 미국S&P500엔화노출(합성 H),10070.0,하락  160,-1.56%,0.0,10060.0
1938.0,ACE 미국부동산리츠(합성 H),83785.0,하락  215,-0.26%,0.0,83475.0
1939.0,KODEX MSCI모멘텀,14335.0,하락  175,-1.21%,0.0,14305.0
1940.0,ACE TDF2050액티브,10030.0,하락  50,-0.50%,0.0,10025.0
1941.0,ACE 장기자산배분액티브,10030.0,하락  70,-0.69%,0.0,10030.0
1942.0,마이티 코스피100,27850.0,상승  175,+0.63%,0.0,27710.0
1943.0,ACE TDF2030액티브,10025.0,하락  40,-0.40%,0.0,10020.0
1944.0,SOL 글로벌탄소배출권선물ICE(합성),12515.0,하락  80,-0.64%,0.0,12510.0
1945.0,KB STAR 50 ETN,10000.0,하락  115,-1.14%,0.0,9810.0
1946.0,KB 레버리지 미국채 30년 ETN,19955.0,상승  50,+0.25%,0.0,19880.0
1947.0,메리츠 인버스 국채5년 ETN,9970.0,보합0,0.00%,0.0,9970.0
1948.0,TREX 펀더멘탈 200,39780.0,상승  150,+0.38%,0.0,39525.0
1949.0,키움 조선TOP10 ETN,14205.0,하락  35,-0.25%,0.0,14205.0
1950.0,메리츠 인버스 3X 미국채10년 ETN,49705.0,상승  380,+0.77%,0.0,49700.0
